id,stid,subid,model,rID,roi,T,NT,coverage
5,05_Yuhua,05_Yuhuas_831,model_00,1,ch12,0.000144944,0.074000396,97.27520436
5,05_Yuhua,05_Yuhuas_832,model_00,1,ch12,0.167784086,0.098183753,91.64490862
5,05_Yuhua,05_Yuhuas_833,model_00,1,ch12,0.048834818,-0.01912538,96.83544304
5,05_Yuhua,05_Yuhuas_802,model_00,2,hc_Right,0.026789156,-0.007976705,98.38709677
5,05_Yuhua,05_Yuhuas_803,model_00,2,hc_Right,-0.019604955,-0.021387439,93.68671828
5,05_Yuhua,05_Yuhuas_804,model_00,2,hc_Right,4.45E-05,-0.019825874,98.99077278
5,05_Yuhua,05_Yuhuas_805,model_00,2,hc_Right,0.035244042,0.053444126,98.6265872
5,05_Yuhua,05_Yuhuas_807,model_00,2,hc_Right,0.013789989,-0.008481782,99.87240829
5,05_Yuhua,05_Yuhuas_808,model_00,2,hc_Right,0.021876106,0.035753158,99.81779532
5,05_Yuhua,05_Yuhuas_809,model_00,2,hc_Right,0.03285132,-0.028725388,98.72804361
5,05_Yuhua,05_Yuhuas_810,model_00,2,hc_Right,-0.071083969,0.019771791,98.36166924
5,05_Yuhua,05_Yuhuas_811,model_00,2,hc_Right,0.03801151,-0.033537507,99.56616052
5,05_Yuhua,05_Yuhuas_812,model_00,2,hc_Right,0.005666111,0.034481023,97.06305788
5,05_Yuhua,05_Yuhuas_813,model_00,2,hc_Right,-0.024304469,-0.018404994,99.17546174
5,05_Yuhua,05_Yuhuas_814,model_00,2,hc_Right,-0.021398999,-0.010467265,99.4902294
5,05_Yuhua,05_Yuhuas_815,model_00,2,hc_Right,0.003785769,0.042328394,99.90601504
5,05_Yuhua,05_Yuhuas_816,model_00,2,hc_Right,-0.073966712,-0.102371919,99.21075709
5,05_Yuhua,05_Yuhuas_817,model_00,2,hc_Right,-0.011511974,-0.068399371,97.49285941
5,05_Yuhua,05_Yuhuas_818,model_00,2,hc_Right,-0.032366101,-0.02499854,98.42406877
5,05_Yuhua,05_Yuhuas_819,model_00,2,hc_Right,0.026755062,-0.001184651,93.81335197
5,05_Yuhua,05_Yuhuas_821,model_00,2,hc_Right,-0.042735062,-0.011663791,92.3963964
5,05_Yuhua,05_Yuhuas_822,model_00,2,hc_Right,0.039072294,0.009952296,99.84505733
5,05_Yuhua,05_Yuhuas_824,model_00,2,hc_Right,-0.100408757,-0.1272461,98.47819725
5,05_Yuhua,05_Yuhuas_825,model_00,2,hc_Right,-9.15E-05,0.001162638,97.45906268
5,05_Yuhua,05_Yuhuas_827,model_00,2,hc_Right,-0.029280379,-0.04554418,98.41471148
5,05_Yuhua,05_Yuhuas_828,model_00,2,hc_Right,-0.012001408,-0.040837449,73.76784271
5,05_Yuhua,05_Yuhuas_830,model_00,2,hc_Right,-0.04598382,-0.102963699,81.52962515
5,05_Yuhua,05_Yuhuas_831,model_00,2,hc_Right,-0.01806961,-0.049324041,94.98918529
5,05_Yuhua,05_Yuhuas_832,model_00,2,hc_Right,0.04264512,0.038103333,98.86332132
5,05_Yuhua,05_Yuhuas_833,model_00,2,hc_Right,0.032427264,0.027569007,99.62503605
5,05_Yuhua,05_Yuhuas_802,model_00,3,hc_Left,0.012626637,-0.024265563,99.0430622
5,05_Yuhua,05_Yuhuas_803,model_00,3,hc_Left,-0.018932285,-0.009961016,99.05063291
5,05_Yuhua,05_Yuhuas_804,model_00,3,hc_Left,-0.005674401,-0.006266486,97.41402293
5,05_Yuhua,05_Yuhuas_805,model_00,3,hc_Left,0.022559552,0.039416455,98.57857331
5,05_Yuhua,05_Yuhuas_807,model_00,3,hc_Left,0.018659857,-0.013126929,98.12161732
5,05_Yuhua,05_Yuhuas_808,model_00,3,hc_Left,0.014749048,0.019148565,98.94179894
5,05_Yuhua,05_Yuhuas_809,model_00,3,hc_Left,0.046485423,-0.021013767,97.27244867
5,05_Yuhua,05_Yuhuas_810,model_00,3,hc_Left,-0.048077505,0.014918352,100
5,05_Yuhua,05_Yuhuas_811,model_00,3,hc_Left,0.047794125,-0.043327283,98.41909485
5,05_Yuhua,05_Yuhuas_812,model_00,3,hc_Left,0.010666163,0.046614406,98.08917197
5,05_Yuhua,05_Yuhuas_813,model_00,3,hc_Left,-0.053372607,-0.055981707,97.69647696
5,05_Yuhua,05_Yuhuas_814,model_00,3,hc_Left,-0.019429811,-0.003980745,99.20440636
5,05_Yuhua,05_Yuhuas_815,model_00,3,hc_Left,-0.017062496,0.039936004,98.16485226
5,05_Yuhua,05_Yuhuas_816,model_00,3,hc_Left,-0.038430052,-0.070768114,98.56968959
5,05_Yuhua,05_Yuhuas_817,model_00,3,hc_Left,-0.008337328,-0.037720443,98.13869709
5,05_Yuhua,05_Yuhuas_818,model_00,3,hc_Left,-0.025599566,-0.020183533,99.64264443
5,05_Yuhua,05_Yuhuas_819,model_00,3,hc_Left,0.002082229,-0.012843767,93.68533714
5,05_Yuhua,05_Yuhuas_821,model_00,3,hc_Left,-0.029476549,-0.008194816,93.7829294
5,05_Yuhua,05_Yuhuas_822,model_00,3,hc_Left,0.0424093,0.024769317,98.93182532
5,05_Yuhua,05_Yuhuas_824,model_00,3,hc_Left,-0.090785636,-0.113689527,97.66878595
5,05_Yuhua,05_Yuhuas_825,model_00,3,hc_Left,-0.028072665,-0.024544455,94.96490693
5,05_Yuhua,05_Yuhuas_827,model_00,3,hc_Left,-0.036295679,-0.03893317,98.40815027
5,05_Yuhua,05_Yuhuas_828,model_00,3,hc_Left,0.006272037,-0.017988694,79.66280295
5,05_Yuhua,05_Yuhuas_830,model_00,3,hc_Left,-0.052715217,-0.099419182,86.26649906
5,05_Yuhua,05_Yuhuas_831,model_00,3,hc_Left,-0.066640592,-0.090961335,85.39051604
5,05_Yuhua,05_Yuhuas_832,model_00,3,hc_Left,0.07965447,0.070159979,97.83941606
5,05_Yuhua,05_Yuhuas_833,model_00,3,hc_Left,0.028591004,0.01867347,99.5892575
5,05_Yuhua,05_Yuhuas_802,model_00,4,hc_rHead,0.044964333,-0.012834692,96.88784498
5,05_Yuhua,05_Yuhuas_803,model_00,4,hc_rHead,-0.025665225,-0.006210061,87.00980392
5,05_Yuhua,05_Yuhuas_804,model_00,4,hc_rHead,-0.042539045,-0.04590603,98.70660313
5,05_Yuhua,05_Yuhuas_805,model_00,4,hc_rHead,0.046558615,0.079812126,97.12425393
5,05_Yuhua,05_Yuhuas_807,model_00,4,hc_rHead,0.001804001,-0.006301388,99.88179669
5,05_Yuhua,05_Yuhuas_808,model_00,4,hc_rHead,0.001952896,0.033635204,99.93288591
5,05_Yuhua,05_Yuhuas_809,model_00,4,hc_rHead,0.045837759,-0.024328023,98.04666305
5,05_Yuhua,05_Yuhuas_810,model_00,4,hc_rHead,-0.0227727,0.04708127,98.30163043
5,05_Yuhua,05_Yuhuas_811,model_00,4,hc_rHead,0.064228575,-0.029022134,99.2081448
5,05_Yuhua,05_Yuhuas_812,model_00,4,hc_rHead,0.006708377,0.031133742,94.45048966
5,05_Yuhua,05_Yuhuas_813,model_00,4,hc_rHead,-0.034224535,-0.035662629,99.18699187
5,05_Yuhua,05_Yuhuas_814,model_00,4,hc_rHead,-0.042119937,-0.037203066,99.01719902
5,05_Yuhua,05_Yuhuas_815,model_00,4,hc_rHead,0.004826772,0.037904191,99.78510029
5,05_Yuhua,05_Yuhuas_816,model_00,4,hc_rHead,-0.103613015,-0.116223418,98.75246225
5,05_Yuhua,05_Yuhuas_817,model_00,4,hc_rHead,-0.013988996,-0.110655038,94.52529453
5,05_Yuhua,05_Yuhuas_818,model_00,4,hc_rHead,-0.038402426,-0.047879798,99.46638207
5,05_Yuhua,05_Yuhuas_819,model_00,4,hc_rHead,0.006618227,-0.028529603,86.035313
5,05_Yuhua,05_Yuhuas_821,model_00,4,hc_rHead,-0.077290731,-0.016462945,84.41654357
5,05_Yuhua,05_Yuhuas_822,model_00,4,hc_rHead,0.028241408,-0.013857142,99.67783505
5,05_Yuhua,05_Yuhuas_824,model_00,4,hc_rHead,-0.118314832,-0.140753965,96.99595609
5,05_Yuhua,05_Yuhuas_825,model_00,4,hc_rHead,0.016502259,0.029897819,94.96890899
5,05_Yuhua,05_Yuhuas_827,model_00,4,hc_rHead,-0.050698803,-0.070790759,97.38968303
5,05_Yuhua,05_Yuhuas_828,model_00,4,hc_rHead,0.028041613,0.00199515,44.80998298
5,05_Yuhua,05_Yuhuas_830,model_00,4,hc_rHead,-0.054577395,-0.147966694,62.71401395
5,05_Yuhua,05_Yuhuas_831,model_00,4,hc_rHead,-0.007101165,-0.06692434,91.18579581
5,05_Yuhua,05_Yuhuas_832,model_00,4,hc_rHead,0.070329575,0.021909673,99.37984496
5,05_Yuhua,05_Yuhuas_833,model_00,4,hc_rHead,0.043057267,0.029679664,99.31216931
5,05_Yuhua,05_Yuhuas_802,model_00,5,hc_rBody,-0.003140037,-0.023261722,100
5,05_Yuhua,05_Yuhuas_803,model_00,5,hc_rBody,-0.031889871,-0.046461166,100
5,05_Yuhua,05_Yuhuas_804,model_00,5,hc_rBody,0.031070052,-0.013849399,98.82439383
5,05_Yuhua,05_Yuhuas_805,model_00,5,hc_rBody,0.031287105,0.038691183,100
5,05_Yuhua,05_Yuhuas_807,model_00,5,hc_rBody,0.037175448,0.000383769,99.78969506
5,05_Yuhua,05_Yuhuas_808,model_00,5,hc_rBody,0.005470701,-0.007505501,100
5,05_Yuhua,05_Yuhuas_809,model_00,5,hc_rBody,0.02173556,-0.033425741,99.34569248
5,05_Yuhua,05_Yuhuas_810,model_00,5,hc_rBody,-0.13110241,0.006895632,97.53521127
5,05_Yuhua,05_Yuhuas_811,model_00,5,hc_rBody,-0.003389495,-0.053682749,100
5,05_Yuhua,05_Yuhuas_812,model_00,5,hc_rBody,-0.00789416,0.046370044,100
5,05_Yuhua,05_Yuhuas_813,model_00,5,hc_rBody,-0.002227618,0.002268895,98.96907216
5,05_Yuhua,05_Yuhuas_814,model_00,5,hc_rBody,-0.008637855,0.020160441,100
5,05_Yuhua,05_Yuhuas_815,model_00,5,hc_rBody,-0.01367751,0.033457991,100
5,05_Yuhua,05_Yuhuas_816,model_00,5,hc_rBody,-0.057538056,-0.098131712,99.29577465
5,05_Yuhua,05_Yuhuas_817,model_00,5,hc_rBody,-0.024546841,-0.056659326,100
5,05_Yuhua,05_Yuhuas_818,model_00,5,hc_rBody,-0.021894955,-0.000390977,96.56729901
5,05_Yuhua,05_Yuhuas_819,model_00,5,hc_rBody,0.048956975,0.01376965,99.6835443
5,05_Yuhua,05_Yuhuas_821,model_00,5,hc_rBody,-0.04225479,-0.022816844,100
5,05_Yuhua,05_Yuhuas_822,model_00,5,hc_rBody,0.04526767,0.015576142,100
5,05_Yuhua,05_Yuhuas_824,model_00,5,hc_rBody,-0.081867224,-0.117124985,100
5,05_Yuhua,05_Yuhuas_825,model_00,5,hc_rBody,-0.025335332,-0.037653044,99.91119005
5,05_Yuhua,05_Yuhuas_827,model_00,5,hc_rBody,-0.025173021,-0.033642283,99.23076923
5,05_Yuhua,05_Yuhuas_828,model_00,5,hc_rBody,-0.031091386,-0.075252492,99.92706054
5,05_Yuhua,05_Yuhuas_830,model_00,5,hc_rBody,-0.030125316,-0.065463006,98.16272966
5,05_Yuhua,05_Yuhuas_831,model_00,5,hc_rBody,-0.02858487,-0.026443083,100
5,05_Yuhua,05_Yuhuas_832,model_00,5,hc_rBody,-0.006253796,0.036017652,97.35883424
5,05_Yuhua,05_Yuhuas_833,model_00,5,hc_rBody,0.023263649,0.022578069,100
5,05_Yuhua,05_Yuhuas_802,model_00,6,hc_rTail,0.023011099,0.028822161,100
5,05_Yuhua,05_Yuhuas_803,model_00,6,hc_rTail,0.011503281,-0.015115414,100
5,05_Yuhua,05_Yuhuas_804,model_00,6,hc_rTail,0.017231885,0.01632731,100
5,05_Yuhua,05_Yuhuas_805,model_00,6,hc_rTail,0.018989472,0.021771286,100
5,05_Yuhua,05_Yuhuas_807,model_00,6,hc_rTail,0.012289795,-0.02556793,100
5,05_Yuhua,05_Yuhuas_808,model_00,6,hc_rTail,0.08346972,0.09307518,99.34036939
5,05_Yuhua,05_Yuhuas_809,model_00,6,hc_rTail,0.006443052,-0.037248469,100
5,05_Yuhua,05_Yuhuas_810,model_00,6,hc_rTail,-0.074165064,-0.013279398,100
5,05_Yuhua,05_Yuhuas_811,model_00,6,hc_rTail,0.021872036,-0.012958116,100
5,05_Yuhua,05_Yuhuas_812,model_00,6,hc_rTail,0.020516466,0.027416115,100
5,05_Yuhua,05_Yuhuas_813,model_00,6,hc_rTail,-0.039844768,-0.007640453,99.56803456
5,05_Yuhua,05_Yuhuas_814,model_00,6,hc_rTail,0.011069738,0.001409022,99.70457903
5,05_Yuhua,05_Yuhuas_815,model_00,6,hc_rTail,0.025272544,0.063470559,100
5,05_Yuhua,05_Yuhuas_816,model_00,6,hc_rTail,-0.041170653,-0.082872792,100
5,05_Yuhua,05_Yuhuas_817,model_00,6,hc_rTail,0.025296508,0.001850587,100
5,05_Yuhua,05_Yuhuas_818,model_00,6,hc_rTail,-0.031738477,0.00847319,98.62475442
5,05_Yuhua,05_Yuhuas_819,model_00,6,hc_rTail,0.031824237,0.026247444,100
5,05_Yuhua,05_Yuhuas_821,model_00,6,hc_rTail,0.019338022,0.009982191,100
5,05_Yuhua,05_Yuhuas_822,model_00,6,hc_rTail,0.056943837,0.067604279,100
5,05_Yuhua,05_Yuhuas_824,model_00,6,hc_rTail,-0.074212621,-0.104032365,100
5,05_Yuhua,05_Yuhuas_825,model_00,6,hc_rTail,0.008074701,-0.003702911,100
5,05_Yuhua,05_Yuhuas_827,model_00,6,hc_rTail,0.030222031,0.010056341,100
5,05_Yuhua,05_Yuhuas_828,model_00,6,hc_rTail,-0.028658351,-0.030328738,100
5,05_Yuhua,05_Yuhuas_830,model_00,6,hc_rTail,-4.53E-02,-0.073449143,99.65986395
5,05_Yuhua,05_Yuhuas_831,model_00,6,hc_rTail,-0.024637741,-0.032839038,100
5,05_Yuhua,05_Yuhuas_832,model_00,6,hc_rTail,0.05046432,0.092720562,100
5,05_Yuhua,05_Yuhuas_833,model_00,6,hc_rTail,0.012847036,0.02904394,100
5,05_Yuhua,05_Yuhuas_802,model_00,7,hc_lHead,0.02014399,-0.043799723,98.06825499
5,05_Yuhua,05_Yuhuas_803,model_00,7,hc_lHead,-0.028757868,-0.008664449,98.48219498
5,05_Yuhua,05_Yuhuas_804,model_00,7,hc_lHead,-2.86E-07,-0.01176493,96.71280277
5,05_Yuhua,05_Yuhuas_805,model_00,7,hc_lHead,0.04501253,0.06485884,97.11431743
5,05_Yuhua,05_Yuhuas_807,model_00,7,hc_lHead,0.020643966,-0.018264299,95.77259475
5,05_Yuhua,05_Yuhuas_808,model_00,7,hc_lHead,-0.022883443,-0.018363893,99.13357401
5,05_Yuhua,05_Yuhuas_809,model_00,7,hc_lHead,0.072451801,-0.020421401,93.78925331
5,05_Yuhua,05_Yuhuas_810,model_00,7,hc_lHead,-0.043910984,0.004144936,100
5,05_Yuhua,05_Yuhuas_811,model_00,7,hc_lHead,0.067275846,-0.066510169,97.17444717
5,05_Yuhua,05_Yuhuas_812,model_00,7,hc_lHead,0.009453423,0.061749816,96.38554217
5,05_Yuhua,05_Yuhuas_813,model_00,7,hc_lHead,-0.055202932,-0.064576942,99.63316214
5,05_Yuhua,05_Yuhuas_814,model_00,7,hc_lHead,-0.04917282,-0.02488355,98.18941504
5,05_Yuhua,05_Yuhuas_815,model_00,7,hc_lHead,-0.0394754,0.023943887,95.92123769
5,05_Yuhua,05_Yuhuas_816,model_00,7,hc_lHead,-0.060452949,-0.104983355,96.73832468
5,05_Yuhua,05_Yuhuas_817,model_00,7,hc_lHead,-0.008315506,-0.065611157,96.08338598
5,05_Yuhua,05_Yuhuas_818,model_00,7,hc_lHead,-0.035464562,-0.052501087,99.64580874
5,05_Yuhua,05_Yuhuas_819,model_00,7,hc_lHead,-0.007566501,-0.052155738,84.55497382
5,05_Yuhua,05_Yuhuas_821,model_00,7,hc_lHead,-0.035646141,0.001820708,87.41672835
5,05_Yuhua,05_Yuhuas_822,model_00,7,hc_lHead,0.041789828,0.007772714,98.34139599
5,05_Yuhua,05_Yuhuas_824,model_00,7,hc_lHead,-0.109274475,-0.12437693,95.86129754
5,05_Yuhua,05_Yuhuas_825,model_00,7,hc_lHead,-0.026728545,-0.022731314,89.07849829
5,05_Yuhua,05_Yuhuas_827,model_00,7,hc_lHead,-0.070939604,-0.070849101,98.28897338
5,05_Yuhua,05_Yuhuas_828,model_00,7,hc_lHead,0.019165208,0.00373996,59.15343915
5,05_Yuhua,05_Yuhuas_830,model_00,7,hc_lHead,-0.073555754,-1.51E-01,68.71868289
5,05_Yuhua,05_Yuhuas_831,model_00,7,hc_lHead,-0.104931187,-0.15573548,69.64415396
5,05_Yuhua,05_Yuhuas_832,model_00,7,hc_lHead,0.075173046,0.019179776,99.41656943
5,05_Yuhua,05_Yuhuas_833,model_00,7,hc_lHead,0.038864977,0.017339925,99.19454771
5,05_Yuhua,05_Yuhuas_802,model_00,8,hc_lBody,-0.000472374,-0.012766712,100
5,05_Yuhua,05_Yuhuas_803,model_00,8,hc_lBody,-0.009784108,-0.019255079,99.34210526
5,05_Yuhua,05_Yuhuas_804,model_00,8,hc_lBody,-0.004681561,-0.004238658,97.27520436
5,05_Yuhua,05_Yuhuas_805,model_00,8,hc_lBody,0.013652899,0.023622899,99.85007496
5,05_Yuhua,05_Yuhuas_807,model_00,8,hc_lBody,0.008165593,-0.019515458,99.91714996
5,05_Yuhua,05_Yuhuas_808,model_00,8,hc_lBody,0.029435824,0.025525531,97.98165138
5,05_Yuhua,05_Yuhuas_809,model_00,8,hc_lBody,0.050167537,-0.012403373,100
5,05_Yuhua,05_Yuhuas_810,model_00,8,hc_lBody,-0.070895017,0.009417115,100
5,05_Yuhua,05_Yuhuas_811,model_00,8,hc_lBody,0.039980003,-0.038745272,99.53314659
5,05_Yuhua,05_Yuhuas_812,model_00,8,hc_lBody,0.023111276,0.054806279,99.69104016
5,05_Yuhua,05_Yuhuas_813,model_00,8,hc_lBody,-0.06151347,-0.064076462,94.18819188
5,05_Yuhua,05_Yuhuas_814,model_00,8,hc_lBody,0.003231781,0.008697665,100
5,05_Yuhua,05_Yuhuas_815,model_00,8,hc_lBody,0.00067566,0.056641109,99.91319444
5,05_Yuhua,05_Yuhuas_816,model_00,8,hc_lBody,-0.032547454,-0.053103155,99.71777987
5,05_Yuhua,05_Yuhuas_817,model_00,8,hc_lBody,-0.011462476,-0.001928198,100
5,05_Yuhua,05_Yuhuas_818,model_00,8,hc_lBody,-0.013089149,-0.000377939,99.49281488
5,05_Yuhua,05_Yuhuas_819,model_00,8,hc_lBody,0.001018412,0.006180593,100
5,05_Yuhua,05_Yuhuas_821,model_00,8,hc_lBody,-0.027268113,-0.002713968,99.3795243
5,05_Yuhua,05_Yuhuas_822,model_00,8,hc_lBody,0.017722741,0.000220287,99.36936937
5,05_Yuhua,05_Yuhuas_824,model_00,8,hc_lBody,-0.065055284,-0.105332534,99.72727273
5,05_Yuhua,05_Yuhuas_825,model_00,8,hc_lBody,-0.030513037,-0.030079566,99.91087344
5,05_Yuhua,05_Yuhuas_827,model_00,8,hc_lBody,-0.026752666,-0.042382211,97.59916493
5,05_Yuhua,05_Yuhuas_828,model_00,8,hc_lBody,-0.004093859,-0.041429056,100
5,05_Yuhua,05_Yuhuas_830,model_00,8,hc_lBody,-0.053880457,-0.098480703,100
5,05_Yuhua,05_Yuhuas_831,model_00,8,hc_lBody,-0.034699535,-0.052784424,99.90262902
5,05_Yuhua,05_Yuhuas_832,model_00,8,hc_lBody,0.088656795,0.104398544,94.88817891
5,05_Yuhua,05_Yuhuas_833,model_00,8,hc_lBody,0.01980474,0.027315389,100
5,05_Yuhua,05_Yuhuas_802,model_00,9,hc_lTail,0.012883182,0.005544494,100
5,05_Yuhua,05_Yuhuas_803,model_00,9,hc_lTail,-0.010175629,0.000527833,100
5,05_Yuhua,05_Yuhuas_804,model_00,9,hc_lTail,-0.023996315,0.003483075,100
5,05_Yuhua,05_Yuhuas_805,model_00,9,hc_lTail,-0.013429323,0.009970952,100
5,05_Yuhua,05_Yuhuas_807,model_00,9,hc_lTail,0.036945964,0.012625635,100
5,05_Yuhua,05_Yuhuas_808,model_00,9,hc_lTail,0.061028326,0.079352466,100
5,05_Yuhua,05_Yuhuas_809,model_00,9,hc_lTail,0.01543115,-0.024918056,100
5,05_Yuhua,05_Yuhuas_810,model_00,9,hc_lTail,-0.016680772,0.046798387,100
5,05_Yuhua,05_Yuhuas_811,model_00,9,hc_lTail,0.005674461,0.006629227,100
5,05_Yuhua,05_Yuhuas_812,model_00,9,hc_lTail,-0.004616728,-0.000185903,100
5,05_Yuhua,05_Yuhuas_813,model_00,9,hc_lTail,-0.028257676,-0.016410794,100
5,05_Yuhua,05_Yuhuas_814,model_00,9,hc_lTail,-0.004425759,0.011939064,100
5,05_Yuhua,05_Yuhuas_815,model_00,9,hc_lTail,0.003551359,0.05186428,100
5,05_Yuhua,05_Yuhuas_816,model_00,9,hc_lTail,-0.018633172,-0.048696962,100
5,05_Yuhua,05_Yuhuas_817,model_00,9,hc_lTail,-0.000318837,-0.040701312,100
5,05_Yuhua,05_Yuhuas_818,model_00,9,hc_lTail,-0.023183158,0.033380814,100
5,05_Yuhua,05_Yuhuas_819,model_00,9,hc_lTail,0.018951432,0.015381496,100
5,05_Yuhua,05_Yuhuas_821,model_00,9,hc_lTail,-0.014802409,-0.031050316,99.81096408
5,05_Yuhua,05_Yuhuas_822,model_00,9,hc_lTail,0.076165692,0.098017445,99.52076677
5,05_Yuhua,05_Yuhuas_824,model_00,9,hc_lTail,-0.073509207,-0.090267186,100
5,05_Yuhua,05_Yuhuas_825,model_00,9,hc_lTail,-0.024398243,-0.017744819,99.42028986
5,05_Yuhua,05_Yuhuas_827,model_00,9,hc_lTail,0.037840938,0.042260971,100
5,05_Yuhua,05_Yuhuas_828,model_00,9,hc_lTail,0.001221153,-0.012881662,100
5,05_Yuhua,05_Yuhuas_830,model_00,9,hc_lTail,-0.014894498,-0.017452315,100
5,05_Yuhua,05_Yuhuas_831,model_00,9,hc_lTail,-0.048693274,-0.032065087,100
5,05_Yuhua,05_Yuhuas_832,model_00,9,hc_lTail,0.073735552,0.123707825,100
5,05_Yuhua,05_Yuhuas_833,model_00,9,hc_lTail,0.019999091,0.009233706,100
6,06_RolandNeuron,06_RolandNeurons_DS21,model_00,1,ch12,0.058762385,0.002100747,100
6,06_RolandNeuron,06_RolandNeurons_DS22,model_00,1,ch12,-0.125700007,-0.141680633,100
6,06_RolandNeuron,06_RolandNeurons_DS23,model_00,1,ch12,-0.011087383,-0.049144575,100
6,06_RolandNeuron,06_RolandNeurons_DS24,model_00,1,ch12,-0.008870244,-0.074983103,95.08196721
6,06_RolandNeuron,06_RolandNeurons_DS25,model_00,1,ch12,-0.028185099,-0.087130785,80
6,06_RolandNeuron,06_RolandNeurons_DS26,model_00,1,ch12,-0.028773236,-0.034910068,100
6,06_RolandNeuron,06_RolandNeurons_DS27,model_00,1,ch12,-0.04903485,-0.053812059,94.72140762
6,06_RolandNeuron,06_RolandNeurons_DS29,model_00,1,ch12,0.039416485,0.011544163,100
6,06_RolandNeuron,06_RolandNeurons_DS30,model_00,1,ch12,-0.04089724,-0.066009645,98.1884058
6,06_RolandNeuron,06_RolandNeurons_DS31,model_00,1,ch12,0.048208897,0.073860521,100
6,06_RolandNeuron,06_RolandNeurons_DS32,model_00,1,ch12,0.047103294,0.024825526,87.27272727
6,06_RolandNeuron,06_RolandNeurons_DS33,model_00,1,ch12,0.014939489,-0.06420844,100
6,06_RolandNeuron,06_RolandNeurons_DS35,model_00,1,ch12,-0.032278557,-0.046343664,100
6,06_RolandNeuron,06_RolandNeurons_DS36,model_00,1,ch12,0.005806214,-0.035331755,99.33110368
6,06_RolandNeuron,06_RolandNeurons_DS37,model_00,1,ch12,-0.063606448,-0.055079063,89.68253968
6,06_RolandNeuron,06_RolandNeurons_DS38,model_00,1,ch12,0.025931455,-0.003990943,100
6,06_RolandNeuron,06_RolandNeurons_DS40,model_00,1,ch12,-0.018097481,-0.020069739,100
6,06_RolandNeuron,06_RolandNeurons_DS51,model_00,1,ch12,0.013899994,0.016500025,100
6,06_RolandNeuron,06_RolandNeurons_DS21,model_00,2,hc_Right,0.019161681,0.023766454,100
6,06_RolandNeuron,06_RolandNeurons_DS22,model_00,2,hc_Right,-0.011515457,-0.003913772,99.54481793
6,06_RolandNeuron,06_RolandNeurons_DS23,model_00,2,hc_Right,0.056720755,0.023819207,100
6,06_RolandNeuron,06_RolandNeurons_DS24,model_00,2,hc_Right,-0.002613702,-0.021245949,94.47144593
6,06_RolandNeuron,06_RolandNeurons_DS25,model_00,2,hc_Right,0.005500874,0.031731754,96.72011662
6,06_RolandNeuron,06_RolandNeurons_DS26,model_00,2,hc_Right,0.013945853,0.020746966,91.156639
6,06_RolandNeuron,06_RolandNeurons_DS27,model_00,2,hc_Right,-0.02417296,-0.035233762,97.74760876
6,06_RolandNeuron,06_RolandNeurons_DS29,model_00,2,hc_Right,0.083895362,0.023248711,89.65180605
6,06_RolandNeuron,06_RolandNeurons_DS30,model_00,2,hc_Right,0.002760605,0.004776397,92.91845494
6,06_RolandNeuron,06_RolandNeurons_DS31,model_00,2,hc_Right,-0.000281541,-0.012885023,88.09041835
6,06_RolandNeuron,06_RolandNeurons_DS32,model_00,2,hc_Right,-0.073954208,-0.094759938,100
6,06_RolandNeuron,06_RolandNeurons_DS33,model_00,2,hc_Right,0.055006635,0.027996348,99.83372132
6,06_RolandNeuron,06_RolandNeurons_DS35,model_00,2,hc_Right,-0.026961222,-0.021752,99.76890063
6,06_RolandNeuron,06_RolandNeurons_DS36,model_00,2,hc_Right,0.021048016,0.009117117,94.21112372
6,06_RolandNeuron,06_RolandNeurons_DS37,model_00,2,hc_Right,0.022652996,0.011080724,99.62835906
6,06_RolandNeuron,06_RolandNeurons_DS38,model_00,2,hc_Right,0.024770153,0.031318961,89.90426458
6,06_RolandNeuron,06_RolandNeurons_DS40,model_00,2,hc_Right,-0.045514588,-0.061910502,91.06925881
6,06_RolandNeuron,06_RolandNeurons_DS51,model_00,2,hc_Right,0.004306963,-0.000827588,96.60967835
6,06_RolandNeuron,06_RolandNeurons_DS21,model_00,3,hc_Left,0.029356654,0.022012545,99.77900552
6,06_RolandNeuron,06_RolandNeurons_DS22,model_00,3,hc_Left,-0.01566988,-0.014080353,97.54920163
6,06_RolandNeuron,06_RolandNeurons_DS23,model_00,3,hc_Left,0.042926123,0.018805328,97.85837651
6,06_RolandNeuron,06_RolandNeurons_DS24,model_00,3,hc_Left,-0.006339167,-0.021434932,95.70413437
6,06_RolandNeuron,06_RolandNeurons_DS25,model_00,3,hc_Left,0.030854567,0.045574457,94.79126771
6,06_RolandNeuron,06_RolandNeurons_DS26,model_00,3,hc_Left,-0.003789041,-0.013083734,94.76190476
6,06_RolandNeuron,06_RolandNeurons_DS27,model_00,3,hc_Left,-0.040197317,-0.048710296,99.44029851
6,06_RolandNeuron,06_RolandNeurons_DS29,model_00,3,hc_Left,0.068753317,0.021839689,91.38739946
6,06_RolandNeuron,06_RolandNeurons_DS30,model_00,3,hc_Left,-0.004334171,-0.004739241,97.37742303
6,06_RolandNeuron,06_RolandNeurons_DS31,model_00,3,hc_Left,0.016381572,-0.004322567,85.29411765
6,06_RolandNeuron,06_RolandNeurons_DS32,model_00,3,hc_Left,-0.098819883,-0.092065568,99.39738868
6,06_RolandNeuron,06_RolandNeurons_DS33,model_00,3,hc_Left,0.020303573,-0.003038605,99.86163957
