id,stid,subid,SIF,zSIF,iFirst,iMiddle,iLast,iMean,iSlope,iPropSlope,ziMean,ziSlope,ziPropSlope
10,10_Big-TNT,10_Big-TNTs_15042,19.6969697,0.875826436,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15043,12.5,0.315519357,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15044,11.0416667,0.201983451,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15045,-10,-1.436177512,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15046,12.0535714,0.280763464,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15047,-2.6785714,-0.866180909,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15048,4.6153846,-0.298323137,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15049,-16.6666667,-1.955198809,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15051,9.3939394,0.073702618,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15052,0.6944444,-0.603580855,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15053,4.4642857,-0.310086669,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15054,13.8095238,0.417469967,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15055,0,-0.65764557,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15056,-5.2380952,-1.065448013,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15057,-1.3888889,-0.765775007,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15058,4.1666667,-0.333257259,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15059,27.6785714,1.497219623,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15061,2.3809524,-0.472280821,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15063,25,1.288684283,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15064,-7.6923077,-1.256516295,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15065,27.7472527,1.502566681,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15066,35.4166667,2.099655058,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15067,1.9230769,-0.507927891,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15068,8.3333333,-0.008868955,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15069,14.6153846,0.480208805,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15070,3.125,-0.414354338,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15071,12.5,0.315519357,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15072,8.1730769,-0.021345428,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15073,17.4358974,0.699794735,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15074,30.7692308,1.737837329,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15075,14.7435897,0.490189981,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15076,-7.5757576,-1.247442497,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15077,21.7948718,1.039154815,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15078,9.2857143,0.065276948,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15079,27.7777778,1.504943158,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15080,-5.5555556,-1.090163319,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15082,10.7692308,0.180773446,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15083,22.1428571,1.066246583,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15084,17.9487179,0.739719449,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15085,35.4700855,2.103813883,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15087,10.9090909,0.191662002,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15088,21.4285714,1.010637159,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15089,-5.4487179,-1.081845663,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15090,41.1904762,2.54916457,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15091,-4.5454545,-1.011523722,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15092,2.1367521,-0.491292594,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15093,23.0769231,1.138966604,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15094,0,-0.65764557,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15095,14.5833333,0.477713509,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15096,-4.0178571,-0.970448579,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15097,26.9230769,1.438401963,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15098,7.8571429,-0.045941899,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15099,19.047619,0.82527241,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15100,9.2948718,0.065989889,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15101,18.8095238,0.806735938,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15102,-2.2222222,-0.830652667,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15103,31.25,1.775266747,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15104,5,-0.268379599,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15105,-7.9166667,-1.27398336,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15110,-3.2051282,-0.907175038,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15111,10.7142857,0.176495795,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15112,-25.7575758,-2.66295512,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15113,3.3653846,-0.39563963,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15114,11.9047619,0.269178169,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15115,21.9047619,1.047710111,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15116,19.1964286,0.836857713,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15117,6.2937063,-0.167660432,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15118,-0.4166667,-0.690084404,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15120,-1.8939394,-0.805094802,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15121,10,0.120886371,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15122,-1.0416667,-0.73874265,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15123,17.9487179,0.739719449,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15124,9.375,0.072228125,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15125,2.1978022,-0.486539649,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15126,6.6666667,-0.138624273,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15127,24.1758242,1.224519565,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15128,10.7142857,0.176495795,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15129,20.4326923,0.93310479,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15130,-6.25,-1.144228034,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15131,4.5454545,-0.303767419,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15132,1.3392857,-0.553377901,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15133,33.1168831,1.920609559,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15134,0,-0.65764557,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15135,17.8321678,0.730645652,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15136,9.375,0.072228125,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15137,25,1.288684283,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15138,4.1958042,-0.330988811,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15139,0,-0.65764557,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15140,5.5555556,-0.225127821,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15141,-8.3333333,-1.306422185,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15142,-7.2115385,-1.219086877,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15143,16.025641,0.59000177,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15144,3.5714286,-0.379598446,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15145,1.2019231,-0.564072018,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15146,2.2321429,-0.483866116,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15147,33.3333333,1.937460899,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15148,13.6363636,0.403988893,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15149,13.3928571,0.385031134,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15150,7.1428571,-0.10155133,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15151,27.5,1.483317269,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15152,19.5054945,0.86091948,,,,,,,,,
10,10_Big-TNT,10_Big-TNTs_15153,27.2727273,1.465623363,,,,,,,,,
